npi,specialty_description,total_claim_count,total_30_day_fill_count,total_drug_cost,total_day_supply,bene_count,brand_claim_count,brand_drug_cost,generic_claim_count,generic_drug_cost,opioid_claim_count,opioid_drug_cost,opioid_prescriber_rate,average_age_of_beneficiaries,beneficiary_female_count,beneficiary_male_count,beneficiary_race_white_count,beneficiary_race_black_count,beneficiary_race_asian_pi_count,beneficiary_race_hispanic_count,beneficiary_race_nat_ind_count,beneficiary_race_other_count,beneficiary_average_risk_score
1003871526,Family Practice,13,13.0,299.54,204,11.0,0.0,0.0,13.0,299.54,,,,76.0,,,11.0,0.0,0.0,0.0,0.0,0.0,1.3486
1003871724,Internal Medicine,16166,21293.5,1249718.33,620843,756.0,3405.0,797116.22,12702.0,450800.22,232.0,18074.34,1.44,73.0,400.0,356.0,100.0,31.0,583.0,28.0,0.0,14.0,1.1636
1003871799,Internal Medicine,10244,16984.2,792120.95,489763,753.0,1543.0,563297.13,8631.0,226019.57,313.0,11316.73,3.06,70.0,456.0,297.0,641.0,,,,0.0,,1.3981
1003871914,Internal Medicine,45,109.0,8309.32,3070,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003871989,Psychiatry,1157,1238.0,81069.48,36007,129.0,,,1090.0,44221.92,,,,47.0,69.0,60.0,68.0,,,,,,1.1541
1003871997,Internal Medicine,9625,16396.4,712714.64,479448,491.0,1654.0,542417.98,7870.0,166410.12,253.0,6603.5,2.63,74.0,274.0,217.0,412.0,,,,0.0,,1.2225
1003872086,Psychiatry,1478,1575.4,284235.94,46773,70.0,,,1261.0,76964.09,0.0,0.0,0.0,50.0,37.0,33.0,42.0,,,13.0,0.0,,1.3785
1003872128,Family Practice,7577,10493.1,350838.29,294279,549.0,1176.0,256403.45,6342.0,92577.39,599.0,34979.44,7.91,72.0,279.0,270.0,,,,,0.0,,1.1259
1003872169,Internal Medicine,11018,22880.6,596273.79,674469,722.0,1311.0,329516.48,9651.0,264783.54,523.0,24324.91,4.75,73.0,529.0,193.0,433.0,80.0,29.0,165.0,,,1.2274
1003872201,Internal Medicine,13138,19636.9,698304.76,571494,497.0,1707.0,470187.55,11292.0,223733.35,833.0,24335.57,6.34,72.0,262.0,235.0,478.0,,,,0.0,,1.3129
1003872219,Internal Medicine,329,484.1,17726.6,12444,85.0,,,271.0,4134.1,11.0,178.55,3.34,76.0,56.0,29.0,,,0.0,0.0,0.0,,2.1407
1003872375,Internal Medicine,7906,13331.8,454033.67,381404,440.0,1345.0,292865.72,6503.0,159987.19,138.0,11567.11,1.75,83.0,309.0,131.0,410.0,18.0,0.0,,,,1.7485
1003872458,Internal Medicine,415,429.9,14807.06,8644,185.0,,,361.0,6302.91,38.0,316.53,9.16,74.0,119.0,66.0,112.0,44.0,,,0.0,,2.7994
1003872573,Internal Medicine,400,421.4,17843.54,8591,165.0,,,334.0,6417.1,48.0,999.54,12.0,81.0,98.0,67.0,134.0,,,,0.0,,2.6479
1003872631,Psychiatry,675,862.8,27397.14,25488,51.0,42.0,8700.22,633.0,18696.92,,,,69.0,32.0,19.0,,0.0,0.0,0.0,0.0,,0.9157
1003872714,Internal Medicine,325,338.3,14604.34,6603,143.0,,,286.0,3632.36,12.0,144.88,3.69,72.0,96.0,47.0,,,0.0,0.0,0.0,,2.3043
1003872748,Internal Medicine,70,72.0,1303.22,812,38.0,,,,,15.0,136.3,21.43,69.0,23.0,15.0,,0.0,0.0,,,0.0,1.4112
1003872888,Family Practice,229,415.5,13577.7,11814,108.0,,,189.0,5395.84,13.0,351.62,5.68,69.0,67.0,41.0,71.0,,0.0,,0.0,,1.3562
1003872912,Neurology,1377,1565.6,760851.35,45270,123.0,315.0,650197.02,1062.0,110654.33,459.0,336537.72,33.33,60.0,83.0,40.0,,,,,0.0,,1.3231
1003872961,Family Practice,2781,4658.7,178774.2,134443,193.0,465.0,122921.08,2288.0,54868.27,171.0,10152.91,6.15,71.0,135.0,58.0,95.0,49.0,28.0,,0.0,,0.8893
1003873035,Family Practice,3699,5659.1,256565.48,163382,328.0,542.0,191722.4,3114.0,63339.18,259.0,8696.62,7.0,69.0,239.0,89.0,227.0,,,84.0,0.0,,1.3248
1003873068,Family Practice,10408,17598.5,480599.47,507973,448.0,1581.0,297846.06,8754.0,180666.59,91.0,1918.98,0.87,74.0,275.0,173.0,390.0,,,0.0,0.0,,1.1042
1003873159,Family Practice,65,71.0,1854.61,1590,23.0,12.0,876.27,53.0,978.34,,,,83.0,,,,,,,0.0,0.0,2.4517
1003873191,Family Practice,1298,1917.7,296180.05,56762,192.0,,,661.0,43357.89,0.0,0.0,0.0,71.0,104.0,88.0,177.0,,,0.0,0.0,,1.23
1003873332,Internal Medicine,5338,9325.6,434678.43,268045,405.0,1182.0,326744.48,4091.0,105597.96,118.0,7538.18,2.21,73.0,288.0,117.0,357.0,25.0,,,,,1.4280000000000002
1003873456,Internal Medicine,10821,18366.5,422002.45,543406,414.0,1424.0,255506.49,9337.0,164093.01,204.0,2231.39,1.89,75.0,172.0,242.0,402.0,,,,,,1.1253
1003873464,Internal Medicine,5275,8648.8,457949.91,252512,388.0,1158.0,358978.54,4058.0,96375.78,140.0,10943.09,2.65,71.0,177.0,211.0,370.0,,,,,,1.2164
1003873639,Family Practice,1323,2815.9,62118.15,82194,148.0,,,1099.0,23670.28,,,,71.0,110.0,38.0,129.0,,,,,,0.9729
1003873662,Family Practice,10070,18180.1,693735.28,519373,455.0,1725.0,460223.87,8259.0,230295.21,548.0,45904.0,5.44,72.0,249.0,206.0,406.0,38.0,0.0,,0.0,,0.9904
1003873902,Internal Medicine,1823,2525.2,421802.47,68107,330.0,403.0,385715.23,1402.0,35753.91,,,,72.0,195.0,135.0,,282.0,,,,24.0,1.0291
1003874017,Family Practice,3743,8001.9,191635.34,233206,340.0,556.0,125013.4,3150.0,65804.31,126.0,2295.27,3.37,69.0,175.0,165.0,320.0,,,,,,1.0196
1003874041,Family Practice,711,1025.9,38749.37,30018,104.0,91.0,31069.29,593.0,6924.35,0.0,0.0,0.0,67.0,62.0,42.0,,21.0,,55.0,0.0,,1.1951
1003874082,Family Practice,4251,6482.6,261405.19,186407,251.0,599.0,203552.62,3615.0,56885.64,179.0,3466.28,4.21,71.0,137.0,114.0,210.0,25.0,,,0.0,,1.9074
1003874157,Internal Medicine,302,627.0,12751.99,18516,26.0,,,249.0,4060.42,0.0,0.0,0.0,71.0,,,26.0,0.0,0.0,0.0,0.0,0.0,2.0538
1003874199,Family Practice,8281,13626.7,499760.98,389435,589.0,1181.0,294830.21,7037.0,202571.92,607.0,28453.24,7.33,71.0,385.0,204.0,566.0,,0.0,,,11.0,0.9613
1003874264,Family Practice,123,123.9,2374.98,1532,67.0,16.0,1180.53,107.0,1194.45,12.0,67.74,9.76,76.0,43.0,24.0,,0.0,0.0,,0.0,0.0,1.689
1003874314,Family Practice,1847,3443.4,186771.74,98263,183.0,373.0,140226.03,1448.0,45529.7,117.0,1879.98,6.33,69.0,122.0,61.0,64.0,70.0,,,,,2.6345
1003874322,Internal Medicine,2454,3479.3,135002.99,100142,155.0,460.0,87421.46,1971.0,46836.42,50.0,2069.56,2.04,86.0,125.0,30.0,,,0.0,,,,1.8022
1003874355,Internal Medicine,6513,13055.0,866185.5,383208,457.0,1380.0,628718.65,5083.0,235509.66,171.0,7600.32,2.63,72.0,279.0,178.0,111.0,334.0,,,0.0,,1.1972
1003874397,Internal Medicine,6706,8956.8,471695.38,243344,247.0,1433.0,320756.51,5238.0,149266.18,118.0,5550.48,1.76,76.0,146.0,101.0,209.0,,,,0.0,,1.692
1003874413,Internal Medicine,10138,18306.2,396515.61,545297,570.0,1316.0,281253.34,8709.0,112365.43,100.0,1258.59,0.99,69.0,308.0,262.0,209.0,86.0,36.0,222.0,,,1.3367
1003874454,General Practice,907,1041.0,32482.07,30619,64.0,,,757.0,9834.93,20.0,90.2,2.21,74.0,33.0,31.0,,0.0,0.0,,0.0,0.0,1.3535
1003874637,Internal Medicine,729,781.1,59911.71,12843,64.0,410.0,48470.37,,,31.0,5360.65,4.25,53.0,34.0,30.0,40.0,,,,0.0,,1.2762
1003874736,Internal Medicine,18,32.0,248.21,736,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003874777,Family Practice,14,15.5,233.84,370,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003874793,Family Practice,3869,6859.1,253964.17,199567,195.0,732.0,192565.87,3081.0,59165.97,62.0,657.34,1.6,73.0,141.0,54.0,59.0,124.0,,0.0,0.0,,1.1109
1003874801,Internal Medicine,1523,2084.8,216636.61,61272,157.0,544.0,203572.5,890.0,9880.89,0.0,0.0,0.0,62.0,113.0,44.0,,107.0,0.0,24.0,,,1.4984
1003874967,Family Practice,9688,16867.1,465569.54,477100,439.0,1565.0,313819.21,8037.0,147871.51,436.0,11662.14,4.5,73.0,252.0,187.0,423.0,,,,,,1.0914
1003875014,Psychiatry,351,354.6,17113.23,8958,80.0,33.0,9693.07,318.0,7420.16,,,,69.0,58.0,22.0,58.0,,,,0.0,,1.5419999999999998
1003875154,Internal Medicine,7273,9085.6,447926.72,260307,162.0,1371.0,334423.36,5810.0,109085.58,149.0,6546.92,2.05,70.0,85.0,77.0,151.0,,,,0.0,,1.6225
1003875196,Neurology,345,386.8,437464.54,11238,45.0,92.0,422981.63,253.0,14482.91,0.0,0.0,0.0,60.0,34.0,11.0,,0.0,0.0,,0.0,0.0,1.3739
1003875345,Family Practice,5142,9551.0,457357.03,280784,435.0,911.0,337019.27,4160.0,116059.37,644.0,30006.93,12.52,67.0,310.0,125.0,121.0,303.0,,,,,1.706
1003875410,Family Practice,4291,7687.8,225144.82,220808,393.0,,,3645.0,74087.46,116.0,3389.01,2.7,71.0,293.0,100.0,372.0,,,,0.0,,0.9575
1003875501,Family Practice,830,1206.6,49026.9,33908,44.0,,,710.0,17634.79,99.0,3019.51,11.93,68.0,24.0,20.0,30.0,,,,0.0,,0.9393
1003875568,Psychiatry,286,308.1,26511.52,8988,68.0,33.0,18741.75,253.0,7769.77,0.0,0.0,0.0,55.0,43.0,25.0,,,0.0,0.0,0.0,0.0,0.9677
1003875733,Internal Medicine,4278,4341.8,254529.41,99778,230.0,744.0,198621.34,3514.0,54898.4,138.0,2518.22,3.23,71.0,151.0,79.0,148.0,54.0,,,0.0,,2.1627
1003875824,Internal Medicine,1064,1600.6,112084.16,46661,44.0,290.0,91893.24,753.0,19389.15,,,,67.0,31.0,13.0,,26.0,,0.0,0.0,0.0,1.3793
1003875923,Family Practice,6998,13237.0,446637.99,386163,435.0,1075.0,310730.33,5866.0,133660.91,234.0,10122.57,3.34,75.0,248.0,187.0,226.0,40.0,24.0,130.0,,,1.1947
1003875931,Internal Medicine,6496,10884.8,287967.9,320513,446.0,937.0,192502.53,5523.0,93949.9,48.0,1092.25,0.74,76.0,264.0,182.0,379.0,28.0,,23.0,0.0,,1.3397
1003876061,Internal Medicine,268,271.3,11183.34,4948,123.0,,,217.0,2769.08,15.0,108.34,5.6,69.0,71.0,52.0,57.0,,0.0,45.0,,,2.9376
1003876095,Internal Medicine,8270,19311.9,534848.08,565388,644.0,1170.0,333271.0,7029.0,197965.82,233.0,5366.32,2.82,76.0,478.0,166.0,612.0,,,17.0,0.0,,1.0205
1003876103,Internal Medicine,9183,15202.5,563297.1,437110,497.0,1450.0,371766.22,7686.0,189458.68,300.0,31924.23,3.27,78.0,295.0,202.0,474.0,,,,0.0,12.0,1.2244
1003876186,Internal Medicine,12310,13224.3,788385.32,295649,388.0,2842.0,582636.86,9406.0,203346.12,185.0,3852.46,1.5,72.0,231.0,157.0,87.0,266.0,,,0.0,,2.6208
1003876202,Internal Medicine,76,81.4,4075.67,1474,43.0,12.0,2036.86,64.0,2038.81,,,,72.0,27.0,16.0,,,0.0,,0.0,0.0,2.1002
1003876228,Internal Medicine,3382,6876.1,193813.35,201325,386.0,,,2742.0,65386.75,19.0,362.95,0.56,76.0,311.0,75.0,332.0,14.0,13.0,11.0,0.0,16.0,0.9819
1003876459,Family Practice,4946,7250.9,398674.43,200320,213.0,858.0,273566.72,4043.0,123118.25,646.0,102263.05,13.06,68.0,96.0,117.0,185.0,17.0,,,0.0,,1.2267
1003876467,Family Practice,163,167.0,9095.26,3787,24.0,18.0,5414.92,145.0,3680.34,,,,80.0,,,24.0,0.0,0.0,0.0,0.0,0.0,1.7553
1003876533,Family Practice,8238,14068.9,458837.08,400022,366.0,1522.0,289192.84,6665.0,167387.03,429.0,15183.12,5.21,74.0,171.0,195.0,,0.0,0.0,0.0,,,1.0106
1003876574,Psychiatry,82,82.0,12232.08,1001,25.0,,,62.0,712.5,,,,50.0,12.0,13.0,,,0.0,,0.0,0.0,1.0104
1003876707,Family Practice,90,90.0,2415.58,509,74.0,11.0,1575.32,79.0,840.26,21.0,84.04,23.33,68.0,45.0,29.0,,,0.0,,0.0,,1.768
1003876731,Internal Medicine,30215,35235.6,1998450.33,900793,747.0,6401.0,1403413.47,23546.0,579838.31,772.0,40931.07,2.56,74.0,408.0,339.0,596.0,133.0,,,,,1.9639
1003876822,Neurology,1934,2431.9,610516.69,70713,113.0,525.0,521784.68,1367.0,87464.13,0.0,0.0,0.0,51.0,70.0,43.0,87.0,,0.0,,0.0,,1.205
1003876863,Family Practice,5171,9373.9,284368.45,272461,336.0,767.0,201365.59,4382.0,82129.62,110.0,3010.25,2.13,72.0,165.0,171.0,317.0,,,,,,0.9609
1003876871,Internal Medicine,42075,65465.2,2712272.74,1816918,1279.0,8491.0,1874259.6,33193.0,821881.55,2430.0,89127.04,5.78,71.0,747.0,532.0,908.0,354.0,,,,,1.546
1003876947,Family Practice,6196,10740.5,555747.07,308672,447.0,1269.0,399693.85,4888.0,154343.95,174.0,17130.91,2.81,73.0,235.0,212.0,,0.0,0.0,,0.0,,1.0262
1003877085,Family Practice,464,577.1,72360.58,15599,85.0,,,391.0,26681.24,60.0,4221.06,12.93,63.0,52.0,33.0,,,0.0,,0.0,0.0,1.1454
1003877127,Family Practice,3589,6361.9,193023.25,179421,229.0,601.0,129435.45,2948.0,61877.92,150.0,2635.68,4.18,72.0,124.0,105.0,210.0,,,,0.0,,1.0939
1003877143,Internal Medicine,82,104.7,3174.18,1932,47.0,12.0,1091.77,70.0,2082.41,,,,70.0,30.0,17.0,,,0.0,,0.0,,1.0091
1003877259,Family Practice,1475,3250.4,170602.7,93131,124.0,,,1171.0,41711.79,75.0,4463.68,5.08,75.0,64.0,60.0,,0.0,0.0,,0.0,,1.1741
1003877366,Family Practice,4091,8895.0,276483.99,257975,448.0,742.0,187771.59,3329.0,87722.49,149.0,10843.82,3.64,72.0,310.0,138.0,427.0,,,,,,1.0475
1003877416,General Practice,208,274.7,3341.62,6691,58.0,19.0,1254.26,189.0,2087.36,,,,72.0,31.0,27.0,,,0.0,0.0,0.0,,0.7752
1003877499,Family Practice,28458,32593.1,1430641.9,796366,745.0,6253.0,917200.51,22058.0,508339.58,1174.0,26693.51,4.13,78.0,476.0,269.0,727.0,,,0.0,0.0,,1.4939
1003877549,Family Practice,534,1175.6,43228.6,34199,46.0,,,402.0,8240.16,,,,71.0,21.0,25.0,,0.0,0.0,,0.0,0.0,1.4128
1003877622,Internal Medicine,1356,1421.2,86606.58,42117,88.0,311.0,73243.78,1027.0,12718.82,,,,64.0,47.0,41.0,37.0,19.0,,15.0,0.0,,1.2748
1003877820,Family Practice,5285,6551.4,260920.15,183873,419.0,924.0,199196.04,4298.0,59298.41,268.0,3047.71,5.07,70.0,258.0,161.0,216.0,,,,0.0,,1.3231
1003877929,Family Practice,2542,5428.8,167631.28,158300,196.0,370.0,115979.55,2138.0,49933.18,85.0,1110.65,3.34,69.0,148.0,48.0,109.0,42.0,,27.0,0.0,,1.1161
1003877960,Family Practice,4595,4763.3,465959.96,135818,288.0,510.0,222781.74,4085.0,243178.22,3552.0,360591.3,77.3,61.0,170.0,118.0,219.0,,,,0.0,,1.7897
1003878000,Family Practice,292,292.8,4258.48,2592,228.0,47.0,1962.48,245.0,2296.0,47.0,242.08,16.1,72.0,153.0,75.0,210.0,,,,0.0,,1.1689
1003878042,Family Practice,6636,9097.9,355364.92,258559,344.0,1194.0,256664.03,5395.0,97393.0,588.0,20371.7,8.86,72.0,235.0,109.0,306.0,,,18.0,,0.0,1.2832
1003878133,Psychiatry,5780,6642.0,474083.89,186966,272.0,542.0,225140.9,5238.0,248942.99,0.0,0.0,0.0,57.0,191.0,81.0,,,0.0,,0.0,,1.4524
1003878372,Internal Medicine,5172,5172.0,295079.17,54596,82.0,1197.0,220206.18,3832.0,71440.35,58.0,1915.22,1.12,76.0,45.0,37.0,,47.0,,16.0,0.0,,5.1277
1003878455,Family Practice,810,1151.5,45418.5,28213,258.0,,,685.0,16348.68,69.0,524.44,8.52,67.0,159.0,99.0,,177.0,0.0,0.0,0.0,,1.4938
1003878547,Psychiatry,24,48.0,171.98,1440,,0.0,0.0,24.0,171.98,0.0,0.0,0.0,,,,,,,,,,
1003878562,Neurology,1560,2570.1,449302.33,75780,335.0,,,1380.0,79996.24,,,,72.0,188.0,147.0,297.0,,,22.0,0.0,,1.5227
1003878679,Family Practice,12,16.1,73.76,366,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003878687,Internal Medicine,18570,39886.4,761914.51,1167282,1186.0,2210.0,480637.8,16179.0,276095.73,528.0,5584.67,2.84,76.0,727.0,459.0,754.0,174.0,113.0,104.0,,,1.1886
1003878737,Family Practice,149,345.3,1930.08,10068,38.0,,,135.0,1549.62,,,,72.0,,,,,0.0,,0.0,0.0,0.8340000000000001
1003878752,Internal Medicine,6089,7587.8,364420.58,211278,201.0,1041.0,280197.85,4959.0,81356.42,176.0,2165.19,2.89,66.0,102.0,99.0,187.0,,0.0,,0.0,,1.6491
1003878760,Internal Medicine,341,352.2,13543.64,7944,71.0,,,294.0,6070.14,17.0,389.26,4.99,76.0,41.0,30.0,59.0,,,,0.0,,2.2435
1003878778,Internal Medicine,2039,3390.9,209345.7,96490,171.0,425.0,150992.5,1536.0,53633.71,63.0,643.73,3.09,62.0,95.0,76.0,43.0,,,103.0,0.0,,1.5358
1003878869,Internal Medicine,3761,6508.0,200451.41,186680,348.0,,,3217.0,67618.62,44.0,1690.59,1.17,72.0,219.0,129.0,294.0,28.0,,13.0,0.0,,1.4427
1003878984,Psychiatry,98,98.1,12628.11,1927,19.0,67.0,11821.65,31.0,806.46,0.0,0.0,0.0,50.0,,,,,0.0,0.0,0.0,,1.8846
1003879115,Internal Medicine,429,699.6,15947.77,20355,87.0,82.0,10249.65,347.0,5698.12,,,,75.0,70.0,17.0,76.0,,,,0.0,,0.8132
1003879354,Internal Medicine,328,794.1,12905.3,23355,46.0,,,287.0,4138.04,,,,78.0,,,,,0.0,0.0,0.0,0.0,1.3494
1003879404,Family Practice,440,443.0,9911.85,4749,312.0,,,369.0,4730.68,,,,70.0,219.0,93.0,267.0,,,19.0,0.0,,1.262
1003879438,Internal Medicine,2473,3097.2,469173.86,84145,193.0,,,1857.0,51785.22,195.0,11056.68,7.89,73.0,101.0,92.0,140.0,17.0,,19.0,,,2.0323
1003879446,Internal Medicine,15928,23865.5,940876.27,675494,643.0,2772.0,664628.79,13043.0,271202.16,753.0,36940.76,4.73,75.0,389.0,254.0,493.0,60.0,14.0,62.0,0.0,14.0,1.3263
1003879545,Family Practice,502,509.2,10774.22,5291,318.0,57.0,4787.52,445.0,5986.7,30.0,171.89,5.98,68.0,197.0,121.0,287.0,,0.0,,,,1.0395
1003879560,General Practice,3782,3969.8,246788.26,107236,105.0,,,2929.0,46877.56,203.0,2891.19,5.37,65.0,56.0,49.0,92.0,,,,0.0,,1.3358
1003879685,Internal Medicine,7179,12897.8,344228.54,375902,468.0,854.0,189556.9,6267.0,152639.93,160.0,2738.79,2.23,74.0,286.0,182.0,85.0,154.0,52.0,153.0,,,1.401
1003879693,Family Practice,237,367.3,32778.74,10597,15.0,49.0,25041.18,188.0,7737.56,29.0,1769.2,12.24,60.0,,,,0.0,0.0,0.0,,0.0,0.9074
1003879826,Internal Medicine,3456,6039.9,309787.12,176121,243.0,687.0,222463.35,2745.0,86115.11,138.0,5802.24,3.99,72.0,153.0,90.0,117.0,31.0,45.0,33.0,0.0,17.0,1.3478
1003879875,Internal Medicine,6062,13971.6,409972.63,408251,755.0,954.0,274817.65,5089.0,134402.9,38.0,309.41,0.63,76.0,393.0,362.0,724.0,,,,0.0,15.0,1.1631
1003879909,Internal Medicine,3194,8200.0,195815.66,241509,303.0,510.0,129341.93,2651.0,64495.57,27.0,446.15,0.85,73.0,236.0,67.0,,0.0,,,0.0,,0.9790000000000001
1003879933,Internal Medicine,4023,9507.0,272851.31,281150,342.0,,,3234.0,82614.06,107.0,3092.97,2.66,74.0,243.0,99.0,221.0,14.0,,94.0,0.0,,1.0572
1003880055,Internal Medicine,22784,44229.3,1543980.5,1283414,1194.0,3513.0,988093.02,19128.0,549090.79,621.0,26467.96,2.73,74.0,813.0,381.0,1147.0,,,,,24.0,0.9816
1003880071,Internal Medicine,439,459.7,460541.79,10539,103.0,158.0,434745.05,281.0,25796.74,,,,69.0,51.0,52.0,85.0,,,,0.0,,2.3547
1003880113,Family Practice,10783,16908.4,805501.06,490955,483.0,1814.0,566319.34,8895.0,236528.51,416.0,65560.0,3.86,73.0,274.0,209.0,468.0,0.0,,,0.0,,1.0785
1003880162,Family Practice,12151,14480.6,728081.65,401782,489.0,2377.0,555761.47,9648.0,168000.85,210.0,3281.32,1.73,72.0,282.0,207.0,,,0.0,413.0,0.0,0.0,1.5701
1003880188,Internal Medicine,2251,3312.8,128441.27,95438,123.0,369.0,82961.86,1869.0,44291.38,27.0,879.31,1.2,75.0,73.0,50.0,105.0,,,,0.0,0.0,1.0405
1003880220,Family Practice,1677,3977.1,111795.01,115095,162.0,,,1343.0,35303.44,12.0,130.99,0.72,71.0,138.0,24.0,136.0,,,,0.0,,1.159
1003880345,Internal Medicine,57,126.0,7334.2,3770,16.0,,,33.0,1606.47,0.0,0.0,0.0,76.0,,,,,0.0,0.0,0.0,0.0,1.4603
1003880352,Internal Medicine,2622,4864.4,146930.23,138587,467.0,,,2204.0,49452.02,97.0,4282.37,3.7,76.0,224.0,243.0,449.0,,,,0.0,,1.165
1003880360,Internal Medicine,18,18.0,1784.88,213,,,,,,,,,,,,,,,,,,
1003880576,Internal Medicine,700,771.4,23682.29,17227,270.0,,,614.0,7910.38,34.0,465.0,4.86,71.0,154.0,116.0,194.0,,,,0.0,,2.5657
1003880592,Internal Medicine,8632,15053.2,273726.7,435955,547.0,1075.0,157270.95,7532.0,114867.9,67.0,2908.61,0.78,75.0,230.0,317.0,528.0,,,,0.0,,0.9756
1003880667,Family Practice,5790,11394.5,266705.7,335643,363.0,736.0,172330.02,5016.0,92783.99,381.0,6096.73,6.58,73.0,176.0,187.0,267.0,,0.0,,0.0,,0.9793
1003880691,Family Practice,29,67.0,5091.18,1921,,12.0,4426.65,17.0,664.53,0.0,0.0,0.0,,,,,,,,,,
1003880733,Internal Medicine,665,670.8,25059.65,11610,93.0,,,491.0,8864.97,13.0,224.3,1.95,77.0,53.0,40.0,,0.0,,0.0,0.0,,1.7246
1003880774,Family Practice,424,435.0,5676.36,4647,258.0,31.0,2640.92,393.0,3035.44,108.0,780.58,25.47,67.0,156.0,102.0,64.0,155.0,,,0.0,,2.0221
1003881061,Family Practice,2857,5887.3,185809.68,171511,334.0,444.0,117935.95,2386.0,66981.86,110.0,1888.14,3.85,73.0,141.0,193.0,,,0.0,0.0,0.0,,0.9668
1003881178,Psychiatry,1114,1123.0,45372.19,22713,39.0,143.0,2786.05,971.0,42586.14,0.0,0.0,0.0,59.0,16.0,23.0,,,,0.0,0.0,0.0,1.2035
1003881228,Family Practice,551,830.7,14928.1,20590,202.0,34.0,5112.07,517.0,9816.03,,,,71.0,121.0,81.0,166.0,,,0.0,0.0,,0.9218
1003881335,Psychiatry,1094,1545.3,48949.35,45910,96.0,37.0,12313.37,1057.0,36635.98,,,,61.0,59.0,37.0,,,0.0,0.0,0.0,,0.9915
1003881400,Family Practice,4626,7990.2,368486.32,230281,401.0,794.0,284322.52,3754.0,80203.29,131.0,4189.27,2.83,70.0,254.0,147.0,373.0,,,,0.0,,1.2305
1003881483,Family Practice,3640,3765.2,161437.18,86455,397.0,685.0,87519.46,2925.0,72697.12,97.0,2645.52,2.66,79.0,260.0,137.0,277.0,103.0,,,0.0,,2.6919999999999997
1003881509,Internal Medicine,525,644.4,19377.44,11830,261.0,108.0,12422.64,417.0,6954.8,,,,73.0,184.0,77.0,195.0,27.0,,24.0,0.0,,1.0569
1003881590,Family Practice,228,249.7,2992.42,3064,118.0,,,198.0,2349.64,59.0,344.32,25.88,71.0,79.0,39.0,106.0,,0.0,,,,1.2147
1003881608,Family Practice,10610,18785.7,499727.7,539548,622.0,1619.0,294177.45,8955.0,204358.7,519.0,9323.13,4.89,75.0,335.0,287.0,566.0,42.0,,,0.0,,1.0391
1003881665,Family Practice,286,319.3,8127.97,8740,74.0,41.0,4326.7,230.0,3583.76,,,,63.0,41.0,33.0,39.0,,,18.0,0.0,,1.0704
1003881673,Internal Medicine,140,140.0,5406.49,3655,,13.0,3050.94,127.0,2355.55,0.0,0.0,0.0,,,,,,,,,,
1003881699,Internal Medicine,21327,22894.6,1338102.61,485032,547.0,3835.0,885569.86,17181.0,442744.07,375.0,13031.59,1.76,78.0,335.0,212.0,435.0,14.0,60.0,23.0,0.0,15.0,2.3844
1003881723,Internal Medicine,36,94.0,979.15,2820,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003881731,Internal Medicine,14119,24362.3,850161.18,708543,699.0,2318.0,516004.81,11720.0,323623.62,659.0,35604.57,4.67,74.0,459.0,240.0,631.0,,0.0,,0.0,,1.1528
1003881889,Internal Medicine,4475,7732.9,952223.88,222848,515.0,1444.0,861109.95,3011.0,90375.9,43.0,631.4,0.96,74.0,258.0,257.0,190.0,65.0,88.0,153.0,,,4.1088
1003881921,Family Practice,14336,19067.4,668642.19,518535,507.0,2356.0,457319.93,11925.0,209686.94,978.0,54882.19,6.82,75.0,295.0,212.0,474.0,,,,16.0,,1.2703
1003881970,Internal Medicine,87,187.4,10984.76,5579,18.0,,,49.0,3013.35,0.0,0.0,0.0,69.0,,,18.0,0.0,0.0,0.0,0.0,0.0,0.9023
1003882093,Internal Medicine,1122,2300.6,83963.73,66084,78.0,170.0,60136.68,934.0,23383.09,47.0,661.57,4.19,75.0,49.0,29.0,31.0,,21.0,13.0,0.0,,0.9933
1003882150,Internal Medicine,3095,7553.8,162331.83,218643,333.0,777.0,94753.41,2248.0,65829.26,100.0,3368.25,3.23,73.0,200.0,133.0,183.0,37.0,54.0,43.0,,,1.1173
1003882200,Family Practice,716,1075.8,41575.16,28573,219.0,,,591.0,10363.75,32.0,356.06,4.47,69.0,137.0,82.0,,,0.0,,0.0,,1.133
1003882259,Family Practice,636,1459.4,48077.51,41726,109.0,68.0,37424.8,546.0,10249.5,,,,70.0,57.0,52.0,,,0.0,96.0,0.0,0.0,1.195
1003882507,Internal Medicine,1791,2504.0,111587.45,68723,245.0,299.0,61380.28,1479.0,49636.45,,,,75.0,120.0,125.0,196.0,,,,0.0,,1.4547
1003882523,Internal Medicine,9695,10778.9,469290.94,262432,207.0,1960.0,337524.99,7647.0,128602.77,307.0,5723.97,3.17,75.0,131.0,76.0,11.0,,143.0,40.0,,,1.5068
1003882531,Family Practice,1325,1397.0,81159.12,37464,118.0,,,998.0,21460.96,54.0,625.74,4.08,74.0,56.0,62.0,,0.0,0.0,,93.0,0.0,1.2716
1003882630,Family Practice,1732,3361.6,70883.92,95851,142.0,210.0,40988.98,1508.0,28957.35,81.0,3114.04,4.68,70.0,49.0,93.0,,0.0,0.0,0.0,,,0.8312
